metadataName,scanName,itemName,id,metadataId,itemId,type,description,line,column,severity,rule,category,engine,url,problem,name,label,createdAt,updatedAt
11855,12909,355247561,150385141,11855,355247561,lwc,Expected an assignment or function call and instead saw an expression.,1,1,2,no-unused-expressions,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-unused-expressions,314,barRestoreSelectFilesForRecords.js,barRestoreSelectFilesForRecords,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247561,150385142,11855,355247561,lwc,'hidden' is not defined.,1,2,2,no-undef,problem,eslint-lwc,https://eslint.org/docs/latest/rules/no-undef,315,barRestoreSelectFilesForRecords.js,barRestoreSelectFilesForRecords,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247565,150385143,11855,355247565,lwc,Expected an assignment or function call and instead saw an expression.,1,1,2,no-unused-expressions,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-unused-expressions,316,barRestoreSelectRecords.js,barRestoreSelectRecords,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247565,150385144,11855,355247565,lwc,'hidden' is not defined.,1,2,2,no-undef,problem,eslint-lwc,https://eslint.org/docs/latest/rules/no-undef,317,barRestoreSelectRecords.js,barRestoreSelectRecords,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247567,150385145,11855,355247567,lwc,Expected an assignment or function call and instead saw an expression.,1,1,2,no-unused-expressions,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-unused-expressions,318,barRestoreSelectRecordsHelper.js,barRestoreSelectRecordsHelper,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247567,150385146,11855,355247567,lwc,'hidden' is not defined.,1,2,2,no-undef,problem,eslint-lwc,https://eslint.org/docs/latest/rules/no-undef,319,barRestoreSelectRecordsHelper.js,barRestoreSelectRecordsHelper,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355248400,150385816,11855,355248400,lwc,No magic number: 2.,32,74,2,no-magic-numbers,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-magic-numbers,991,flightDetails.js,flightDetails,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247570,150385147,11855,355247570,lwc,Expected an assignment or function call and instead saw an expression.,1,1,2,no-unused-expressions,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-unused-expressions,320,barSettings.js,barSettings,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247570,150385148,11855,355247570,lwc,'hidden' is not defined.,1,2,2,no-undef,problem,eslint-lwc,https://eslint.org/docs/latest/rules/no-undef,321,barSettings.js,barSettings,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247573,150385149,11855,355247573,lwc,Expected an assignment or function call and instead saw an expression.,1,1,2,no-unused-expressions,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-unused-expressions,322,barTreeGrid.js,barTreeGrid,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247573,150385150,11855,355247573,lwc,'hidden' is not defined.,1,2,2,no-undef,problem,eslint-lwc,https://eslint.org/docs/latest/rules/no-undef,323,barTreeGrid.js,barTreeGrid,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247575,150385151,11855,355247575,lwc,Expected an assignment or function call and instead saw an expression.,1,1,2,no-unused-expressions,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-unused-expressions,324,barUtil.js,barUtil,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247575,150385152,11855,355247575,lwc,'hidden' is not defined.,1,2,2,no-undef,problem,eslint-lwc,https://eslint.org/docs/latest/rules/no-undef,325,barUtil.js,barUtil,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247577,150385153,11855,355247577,lwc,Expected an assignment or function call and instead saw an expression.,1,1,2,no-unused-expressions,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-unused-expressions,326,base64Convertor.js,base64Convertor,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247577,150385154,11855,355247577,lwc,'hidden' is not defined.,1,2,2,no-undef,problem,eslint-lwc,https://eslint.org/docs/latest/rules/no-undef,327,base64Convertor.js,base64Convertor,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247580,150385155,11855,355247580,lwc,Expected an assignment or function call and instead saw an expression.,1,1,2,no-unused-expressions,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-unused-expressions,328,baseFilter.js,baseFilter,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247580,150385156,11855,355247580,lwc,'hidden' is not defined.,1,2,2,no-undef,problem,eslint-lwc,https://eslint.org/docs/latest/rules/no-undef,329,baseFilter.js,baseFilter,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247585,150385157,11855,355247585,lwc,Expected an assignment or function call and instead saw an expression.,1,1,2,no-unused-expressions,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-unused-expressions,330,betaOver.js,betaOver,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247585,150385158,11855,355247585,lwc,'hidden' is not defined.,1,2,2,no-undef,problem,eslint-lwc,https://eslint.org/docs/latest/rules/no-undef,331,betaOver.js,betaOver,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247588,150385159,11855,355247588,lwc,Expected an assignment or function call and instead saw an expression.,1,1,2,no-unused-expressions,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-unused-expressions,332,bitbucketBetaBanner.js,bitbucketBetaBanner,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247588,150385160,11855,355247588,lwc,'hidden' is not defined.,1,2,2,no-undef,problem,eslint-lwc,https://eslint.org/docs/latest/rules/no-undef,333,bitbucketBetaBanner.js,bitbucketBetaBanner,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247591,150385161,11855,355247591,lwc,Expected an assignment or function call and instead saw an expression.,1,1,2,no-unused-expressions,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-unused-expressions,334,blockedPage.js,blockedPage,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247591,150385162,11855,355247591,lwc,'hidden' is not defined.,1,2,2,no-undef,problem,eslint-lwc,https://eslint.org/docs/latest/rules/no-undef,335,blockedPage.js,blockedPage,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247595,150385163,11855,355247595,lwc,Expected an assignment or function call and instead saw an expression.,1,1,2,no-unused-expressions,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-unused-expressions,336,branchSettingsDialog.js,branchSettingsDialog,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247595,150385164,11855,355247595,lwc,'hidden' is not defined.,1,2,2,no-undef,problem,eslint-lwc,https://eslint.org/docs/latest/rules/no-undef,337,branchSettingsDialog.js,branchSettingsDialog,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247598,150385165,11855,355247598,lwc,Expected an assignment or function call and instead saw an expression.,1,1,2,no-unused-expressions,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-unused-expressions,338,bubblesEventsOperator.js,bubblesEventsOperator,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247598,150385166,11855,355247598,lwc,'hidden' is not defined.,1,2,2,no-undef,problem,eslint-lwc,https://eslint.org/docs/latest/rules/no-undef,339,bubblesEventsOperator.js,bubblesEventsOperator,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247602,150385167,11855,355247602,lwc,Expected an assignment or function call and instead saw an expression.,1,1,2,no-unused-expressions,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-unused-expressions,340,buttonTooltipWrapper.js,buttonTooltipWrapper,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247602,150385168,11855,355247602,lwc,'hidden' is not defined.,1,2,2,no-undef,problem,eslint-lwc,https://eslint.org/docs/latest/rules/no-undef,341,buttonTooltipWrapper.js,buttonTooltipWrapper,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247605,150385169,11855,355247605,lwc,Expected an assignment or function call and instead saw an expression.,1,1,2,no-unused-expressions,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-unused-expressions,342,cancelWaitlistModal.js,cancelWaitlistModal,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247605,150385170,11855,355247605,lwc,'hidden' is not defined.,1,2,2,no-undef,problem,eslint-lwc,https://eslint.org/docs/latest/rules/no-undef,343,cancelWaitlistModal.js,cancelWaitlistModal,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247608,150385171,11855,355247608,lwc,Expected an assignment or function call and instead saw an expression.,1,1,2,no-unused-expressions,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-unused-expressions,344,carousel.js,carousel,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247608,150385172,11855,355247608,lwc,'hidden' is not defined.,1,2,2,no-undef,problem,eslint-lwc,https://eslint.org/docs/latest/rules/no-undef,345,carousel.js,carousel,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247611,150385173,11855,355247611,lwc,Expected an assignment or function call and instead saw an expression.,1,1,2,no-unused-expressions,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-unused-expressions,346,cdc.js,cdc,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247611,150385174,11855,355247611,lwc,'hidden' is not defined.,1,2,2,no-undef,problem,eslint-lwc,https://eslint.org/docs/latest/rules/no-undef,347,cdc.js,cdc,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247617,150385175,11855,355247617,lwc,Expected an assignment or function call and instead saw an expression.,1,1,2,no-unused-expressions,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-unused-expressions,348,changeRequest.js,changeRequest,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247617,150385176,11855,355247617,lwc,'hidden' is not defined.,1,2,2,no-undef,problem,eslint-lwc,https://eslint.org/docs/latest/rules/no-undef,349,changeRequest.js,changeRequest,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247623,150385177,11855,355247623,lwc,Expected an assignment or function call and instead saw an expression.,1,1,2,no-unused-expressions,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-unused-expressions,350,changeRequestFooter.js,changeRequestFooter,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247623,150385178,11855,355247623,lwc,'hidden' is not defined.,1,2,2,no-undef,problem,eslint-lwc,https://eslint.org/docs/latest/rules/no-undef,351,changeRequestFooter.js,changeRequestFooter,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247629,150385179,11855,355247629,lwc,Expected an assignment or function call and instead saw an expression.,1,1,2,no-unused-expressions,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-unused-expressions,352,changeRequestHeader.js,changeRequestHeader,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247629,150385180,11855,355247629,lwc,'hidden' is not defined.,1,2,2,no-undef,problem,eslint-lwc,https://eslint.org/docs/latest/rules/no-undef,353,changeRequestHeader.js,changeRequestHeader,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247634,150385181,11855,355247634,lwc,Expected an assignment or function call and instead saw an expression.,1,1,2,no-unused-expressions,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-unused-expressions,354,changeWorkItemSourceDialog.js,changeWorkItemSourceDialog,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247634,150385182,11855,355247634,lwc,'hidden' is not defined.,1,2,2,no-undef,problem,eslint-lwc,https://eslint.org/docs/latest/rules/no-undef,355,changeWorkItemSourceDialog.js,changeWorkItemSourceDialog,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247637,150385183,11855,355247637,lwc,Unexpected dangling '_' in '_language'.,9,9,2,no-underscore-dangle,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-underscore-dangle,356,codeBlock.js,codeBlock,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247637,150385184,11855,355247637,lwc,Unexpected dangling '_' in '_language'.,13,16,2,no-underscore-dangle,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-underscore-dangle,357,codeBlock.js,codeBlock,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247637,150385185,11855,355247637,lwc,Unexpected dangling '_' in '_codeBlockContent'.,18,9,2,no-underscore-dangle,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-underscore-dangle,358,codeBlock.js,codeBlock,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247637,150385186,11855,355247637,lwc,Unexpected dangling '_' in '_codeBlockContent'.,24,16,2,no-underscore-dangle,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-underscore-dangle,359,codeBlock.js,codeBlock,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247637,150385187,11855,355247637,lwc,Unexpected use of undefined.,38,28,2,no-undefined,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-undefined,360,codeBlock.js,codeBlock,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247637,150385188,11855,355247637,lwc,Unexpected string concatenation.,40,33,2,prefer-template,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/prefer-template,361,codeBlock.js,codeBlock,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247637,150385189,11855,355247637,lwc,Unexpected string concatenation.,41,34,2,prefer-template,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/prefer-template,362,codeBlock.js,codeBlock,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247637,150385190,11855,355247637,lwc,Unexpected use of undefined.,44,34,2,no-undefined,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-undefined,363,codeBlock.js,codeBlock,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247637,150385191,11855,355247637,lwc,Method 'highlightCodeSegment' has too many statements (13). Maximum allowed is 10.,56,25,2,max-statements,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/max-statements,364,codeBlock.js,codeBlock,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247637,150385192,11855,355247637,lwc,'codeBlockEl' is never reassigned. Use 'const' instead.,58,17,2,prefer-const,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/prefer-const,365,codeBlock.js,codeBlock,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247637,150385193,11855,355247637,lwc,"Invalid usage of a browser global API during SSR. Consider guarding access to `document`, e.g. via the `import.meta.env.SSR` flag, or optional chaining (`globalThis?.document`).",66,28,2,@lwc/lwc/no-restricted-browser-globals-during-ssr,problem,eslint-lwc,https://github.com/salesforce/eslint-plugin-lwc/blob/v1.9.0/docs/rules/no-restricted-browser-globals-during-ssr.md,366,codeBlock.js,codeBlock,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247637,150385194,11855,355247637,lwc,"Invalid usage of a browser global API during SSR. Consider guarding access to `document`, e.g. via the `import.meta.env.SSR` flag, or optional chaining (`globalThis?.document`).",66,28,2,@lwc/lwc/ssr/no-restricted-browser-globals,problem,eslint-lwc,https://github.com/salesforce/eslint-plugin-lwc/blob/v1.9.0/docs/rules/ssr/no-restricted-browser-globals.md,367,codeBlock.js,codeBlock,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247637,150385195,11855,355247637,lwc,Unexpected dangling '_' in '_language'.,67,46,2,no-underscore-dangle,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-underscore-dangle,368,codeBlock.js,codeBlock,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247637,150385196,11855,355247637,lwc,Unexpected dangling '_' in '_language'.,68,17,2,no-underscore-dangle,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-underscore-dangle,369,codeBlock.js,codeBlock,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247637,150385197,11855,355247637,lwc,Unexpected dangling '_' in '_codeBlockContent'.,69,17,2,no-underscore-dangle,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-underscore-dangle,370,codeBlock.js,codeBlock,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247637,150385198,11855,355247637,lwc,Unexpected dangling '_' in '_codeBlockContent'.,69,42,2,no-underscore-dangle,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-underscore-dangle,371,codeBlock.js,codeBlock,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247637,150385199,11855,355247637,lwc,Use the 'u' flag.,70,30,2,require-unicode-regexp,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/require-unicode-regexp,372,codeBlock.js,codeBlock,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247637,150385200,11855,355247637,lwc,Use the 'u' flag.,71,30,2,require-unicode-regexp,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/require-unicode-regexp,373,codeBlock.js,codeBlock,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247639,150385201,11855,355247639,lwc,Expected an assignment or function call and instead saw an expression.,1,1,2,no-unused-expressions,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-unused-expressions,374,codeBuilderResourceError.js,codeBuilderResourceError,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247639,150385202,11855,355247639,lwc,'hidden' is not defined.,1,2,2,no-undef,problem,eslint-lwc,https://eslint.org/docs/latest/rules/no-undef,375,codeBuilderResourceError.js,codeBuilderResourceError,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247642,150385203,11855,355247642,lwc,Expected an assignment or function call and instead saw an expression.,1,1,2,no-unused-expressions,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-unused-expressions,376,codePlaygroundIcon.js,codePlaygroundIcon,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247642,150385204,11855,355247642,lwc,'hidden' is not defined.,1,2,2,no-undef,problem,eslint-lwc,https://eslint.org/docs/latest/rules/no-undef,377,codePlaygroundIcon.js,codePlaygroundIcon,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247647,150385205,11855,355247647,lwc,Expected an assignment or function call and instead saw an expression.,1,1,2,no-unused-expressions,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-unused-expressions,378,combineSurvivorBadge.js,combineSurvivorBadge,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247647,150385206,11855,355247647,lwc,'hidden' is not defined.,1,2,2,no-undef,problem,eslint-lwc,https://eslint.org/docs/latest/rules/no-undef,379,combineSurvivorBadge.js,combineSurvivorBadge,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247653,150385207,11855,355247653,lwc,Expected an assignment or function call and instead saw an expression.,1,1,2,no-unused-expressions,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-unused-expressions,380,combineValidationResult.js,combineValidationResult,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247653,150385208,11855,355247653,lwc,'hidden' is not defined.,1,2,2,no-undef,problem,eslint-lwc,https://eslint.org/docs/latest/rules/no-undef,381,combineValidationResult.js,combineValidationResult,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247659,150385209,11855,355247659,lwc,Expected an assignment or function call and instead saw an expression.,1,1,2,no-unused-expressions,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-unused-expressions,382,combineWorkItemsConflictTable.js,combineWorkItemsConflictTable,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247659,150385210,11855,355247659,lwc,'hidden' is not defined.,1,2,2,no-undef,problem,eslint-lwc,https://eslint.org/docs/latest/rules/no-undef,383,combineWorkItemsConflictTable.js,combineWorkItemsConflictTable,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247661,150385211,11855,355247661,lwc,Expected an assignment or function call and instead saw an expression.,1,1,2,no-unused-expressions,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-unused-expressions,384,conflictedWorkItemsTableColumns.js,conflictedWorkItemsTableColumns,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247661,150385212,11855,355247661,lwc,'hidden' is not defined.,1,2,2,no-undef,problem,eslint-lwc,https://eslint.org/docs/latest/rules/no-undef,385,conflictedWorkItemsTableColumns.js,conflictedWorkItemsTableColumns,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247666,150385213,11855,355247666,lwc,Expected an assignment or function call and instead saw an expression.,1,1,2,no-unused-expressions,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-unused-expressions,386,combineWorkItemsDialog.js,combineWorkItemsDialog,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247666,150385214,11855,355247666,lwc,'hidden' is not defined.,1,2,2,no-undef,problem,eslint-lwc,https://eslint.org/docs/latest/rules/no-undef,387,combineWorkItemsDialog.js,combineWorkItemsDialog,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247671,150385215,11855,355247671,lwc,Expected an assignment or function call and instead saw an expression.,1,1,2,no-unused-expressions,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-unused-expressions,388,combinedBadge.js,combinedBadge,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247671,150385216,11855,355247671,lwc,'hidden' is not defined.,1,2,2,no-undef,problem,eslint-lwc,https://eslint.org/docs/latest/rules/no-undef,389,combinedBadge.js,combinedBadge,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247675,150385217,11855,355247675,lwc,Expected an assignment or function call and instead saw an expression.,1,1,2,no-unused-expressions,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-unused-expressions,390,comboBoxFilter.js,comboBoxFilter,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247675,150385218,11855,355247675,lwc,'hidden' is not defined.,1,2,2,no-undef,problem,eslint-lwc,https://eslint.org/docs/latest/rules/no-undef,391,comboBoxFilter.js,comboBoxFilter,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247678,150385219,11855,355247678,lwc,Expected an assignment or function call and instead saw an expression.,1,1,2,no-unused-expressions,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-unused-expressions,392,comboboxAutoCompletePo.js,comboboxAutoCompletePo,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247678,150385220,11855,355247678,lwc,'hidden' is not defined.,1,2,2,no-undef,problem,eslint-lwc,https://eslint.org/docs/latest/rules/no-undef,393,comboboxAutoCompletePo.js,comboboxAutoCompletePo,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247680,150385221,11855,355247680,lwc,Expected an assignment or function call and instead saw an expression.,1,1,2,no-unused-expressions,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-unused-expressions,394,comboboxAutocomplete.js,comboboxAutocomplete,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247680,150385222,11855,355247680,lwc,'hidden' is not defined.,1,2,2,no-undef,problem,eslint-lwc,https://eslint.org/docs/latest/rules/no-undef,395,comboboxAutocomplete.js,comboboxAutocomplete,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247684,150385223,11855,355247684,lwc,Expected an assignment or function call and instead saw an expression.,1,1,2,no-unused-expressions,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-unused-expressions,396,commonPo.js,commonPo,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247684,150385224,11855,355247684,lwc,'hidden' is not defined.,1,2,2,no-undef,problem,eslint-lwc,https://eslint.org/docs/latest/rules/no-undef,397,commonPo.js,commonPo,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247689,150385225,11855,355247689,lwc,Expected an assignment or function call and instead saw an expression.,1,1,2,no-unused-expressions,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-unused-expressions,398,communityListRelatedRecordsArchivedWidget.js,communityListRelatedRecordsArchivedWidget,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247689,150385226,11855,355247689,lwc,'hidden' is not defined.,1,2,2,no-undef,problem,eslint-lwc,https://eslint.org/docs/latest/rules/no-undef,399,communityListRelatedRecordsArchivedWidget.js,communityListRelatedRecordsArchivedWidget,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247692,150385227,11855,355247692,lwc,Expected an assignment or function call and instead saw an expression.,1,1,2,no-unused-expressions,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-unused-expressions,400,communitySingleRelatedRecordsArchivedWidget.js,communitySingleRelatedRecordsArchivedWidget,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247692,150385228,11855,355247692,lwc,'hidden' is not defined.,1,2,2,no-undef,problem,eslint-lwc,https://eslint.org/docs/latest/rules/no-undef,401,communitySingleRelatedRecordsArchivedWidget.js,communitySingleRelatedRecordsArchivedWidget,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247696,150385229,11855,355247696,lwc,Expected an assignment or function call and instead saw an expression.,1,1,2,no-unused-expressions,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-unused-expressions,402,compareUARResults.js,compareUARResults,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247696,150385230,11855,355247696,lwc,'hidden' is not defined.,1,2,2,no-undef,problem,eslint-lwc,https://eslint.org/docs/latest/rules/no-undef,403,compareUARResults.js,compareUARResults,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247701,150385231,11855,355247701,lwc,Expected an assignment or function call and instead saw an expression.,1,1,2,no-unused-expressions,suggestion,eslint-lwc,https://eslint.org/docs/latest/rules/no-unused-expressions,404,completePromotionAction.js,completePromotionAction,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
11855,12909,355247701,150385232,11855,355247701,lwc,'hidden' is not defined.,1,2,2,no-undef,problem,eslint-lwc,https://eslint.org/docs/latest/rules/no-undef,405,completePromotionAction.js,completePromotionAction,2026-05-04T00:45:43.543Z,2026-05-04T00:45:43.543Z
