metadataName,scanName,itemName,id,metadataId,itemId,problem,line,ruleset,rule,priority,description,type,column,engine,url,name,label,createdAt,updatedAt
11855,12909,355237894,144983997,11855,355237894,234,127,Code Style,MethodNamingConventions,1,The test method name 'testEvaluate_UnknownEventType' doesn't match '[a-z][a-zA-Z0-9]*',class,12,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#methodnamingconventions,DataClassificationTest.cls,DataClassificationTest,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237894,144983998,11855,355237894,235,137,Best Practices,ApexAssertionsShouldIncludeMessage,3,'System.assertEquals' should have 3 parameters.,class,9,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage,DataClassificationTest.cls,DataClassificationTest,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237895,144983999,11855,355237895,236,5,Security,ApexSharingViolations,3,Apex classes should declare a sharing model if DML or SOQL/SOSL is used,class,1,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexsharingviolations,DataProviderAccountLookup.cls,DataProviderAccountLookup,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237895,144984000,11855,355237895,237,5,Documentation,ApexDoc,3,Missing ApexDoc comment,class,8,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc,DataProviderAccountLookup.cls,DataProviderAccountLookup,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237895,144984001,11855,355237895,238,6,Documentation,ApexDoc,3,Missing ApexDoc comment,class,19,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc,DataProviderAccountLookup.cls,DataProviderAccountLookup,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237895,144984002,11855,355237895,239,7,Performance,AvoidDebugStatements,3,Avoid debug statements since they impact on performance,class,9,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements,DataProviderAccountLookup.cls,DataProviderAccountLookup,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237895,144984003,11855,355237895,240,7,Best Practices,DebugsShouldUseLoggingLevel,3,Calls to System.debug should specify a logging level.,class,9,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel,DataProviderAccountLookup.cls,DataProviderAccountLookup,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237896,144984004,11855,355237896,241,5,Security,ApexSharingViolations,3,Apex classes should declare a sharing model if DML or SOQL/SOSL is used,class,1,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexsharingviolations,DataProviderOpportunityLookup.cls,DataProviderOpportunityLookup,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237896,144984005,11855,355237896,242,5,Documentation,ApexDoc,3,Missing ApexDoc comment,class,8,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc,DataProviderOpportunityLookup.cls,DataProviderOpportunityLookup,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237896,144984006,11855,355237896,243,14,Documentation,ApexDoc,3,Missing ApexDoc comment,class,19,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc,DataProviderOpportunityLookup.cls,DataProviderOpportunityLookup,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237896,144984007,11855,355237896,244,31,Performance,AvoidDebugStatements,3,Avoid debug statements since they impact on performance,class,13,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements,DataProviderOpportunityLookup.cls,DataProviderOpportunityLookup,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237896,144984008,11855,355237896,245,31,Best Practices,DebugsShouldUseLoggingLevel,3,Calls to System.debug should specify a logging level.,class,13,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel,DataProviderOpportunityLookup.cls,DataProviderOpportunityLookup,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237896,144984009,11855,355237896,246,43,Documentation,ApexDoc,3,Missing ApexDoc comment,class,19,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc,DataProviderOpportunityLookup.cls,DataProviderOpportunityLookup,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237896,144984010,11855,355237896,247,83,Performance,AvoidDebugStatements,3,Avoid debug statements since they impact on performance,class,13,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements,DataProviderOpportunityLookup.cls,DataProviderOpportunityLookup,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237896,144984011,11855,355237896,248,83,Best Practices,DebugsShouldUseLoggingLevel,3,Calls to System.debug should specify a logging level.,class,13,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel,DataProviderOpportunityLookup.cls,DataProviderOpportunityLookup,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237896,144984012,11855,355237896,249,98,Performance,AvoidDebugStatements,3,Avoid debug statements since they impact on performance,class,13,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements,DataProviderOpportunityLookup.cls,DataProviderOpportunityLookup,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237896,144984013,11855,355237896,250,98,Best Practices,DebugsShouldUseLoggingLevel,3,Calls to System.debug should specify a logging level.,class,13,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel,DataProviderOpportunityLookup.cls,DataProviderOpportunityLookup,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237897,144984014,11855,355237897,251,6,Security,ApexSharingViolations,3,Apex classes should declare a sharing model if DML or SOQL/SOSL is used,class,1,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexsharingviolations,DataProviderSObjectRecord.cls,DataProviderSObjectRecord,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237897,144984015,11855,355237897,252,6,Documentation,ApexDoc,3,Missing ApexDoc comment,class,8,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc,DataProviderSObjectRecord.cls,DataProviderSObjectRecord,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237897,144984016,11855,355237897,253,7,Documentation,ApexDoc,3,Missing ApexDoc comment,class,19,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc,DataProviderSObjectRecord.cls,DataProviderSObjectRecord,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237897,144984017,11855,355237897,254,22,Performance,AvoidDebugStatements,3,Avoid debug statements since they impact on performance,class,21,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements,DataProviderSObjectRecord.cls,DataProviderSObjectRecord,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237897,144984018,11855,355237897,255,22,Best Practices,DebugsShouldUseLoggingLevel,3,Calls to System.debug should specify a logging level.,class,21,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel,DataProviderSObjectRecord.cls,DataProviderSObjectRecord,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237897,144984019,11855,355237897,256,34,Design,AvoidDeeplyNestedIfStmts,3,Deeply nested if..then statements are hard to read,class,21,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts,DataProviderSObjectRecord.cls,DataProviderSObjectRecord,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237897,144984020,11855,355237897,257,44,Documentation,ApexDoc,3,Missing ApexDoc comment,class,19,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc,DataProviderSObjectRecord.cls,DataProviderSObjectRecord,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237897,144984021,11855,355237897,258,47,Security,ApexCRUDViolation,3,Validate CRUD permission before SOQL/DML operation or enforce user mode,class,23,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation,DataProviderSObjectRecord.cls,DataProviderSObjectRecord,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237897,144984022,11855,355237897,259,50,Performance,AvoidDebugStatements,3,Avoid debug statements since they impact on performance,class,13,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements,DataProviderSObjectRecord.cls,DataProviderSObjectRecord,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237897,144984023,11855,355237897,260,50,Best Practices,DebugsShouldUseLoggingLevel,3,Calls to System.debug should specify a logging level.,class,13,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel,DataProviderSObjectRecord.cls,DataProviderSObjectRecord,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237897,144984024,11855,355237897,261,55,Documentation,ApexDoc,3,Missing ApexDoc comment,class,19,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc,DataProviderSObjectRecord.cls,DataProviderSObjectRecord,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237897,144984025,11855,355237897,262,58,Security,ApexCRUDViolation,3,Validate CRUD permission before SOQL/DML operation or enforce user mode,class,23,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation,DataProviderSObjectRecord.cls,DataProviderSObjectRecord,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237897,144984026,11855,355237897,263,60,Performance,AvoidDebugStatements,3,Avoid debug statements since they impact on performance,class,13,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements,DataProviderSObjectRecord.cls,DataProviderSObjectRecord,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237897,144984027,11855,355237897,264,60,Best Practices,DebugsShouldUseLoggingLevel,3,Calls to System.debug should specify a logging level.,class,13,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel,DataProviderSObjectRecord.cls,DataProviderSObjectRecord,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237897,144984028,11855,355237897,265,65,Documentation,ApexDoc,3,Missing ApexDoc comment,class,19,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc,DataProviderSObjectRecord.cls,DataProviderSObjectRecord,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237897,144984029,11855,355237897,266,68,Security,ApexCRUDViolation,3,Validate CRUD permission before SOQL/DML operation or enforce user mode,class,27,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation,DataProviderSObjectRecord.cls,DataProviderSObjectRecord,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237897,144984030,11855,355237897,267,70,Performance,AvoidDebugStatements,3,Avoid debug statements since they impact on performance,class,13,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements,DataProviderSObjectRecord.cls,DataProviderSObjectRecord,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237897,144984031,11855,355237897,268,70,Best Practices,DebugsShouldUseLoggingLevel,3,Calls to System.debug should specify a logging level.,class,13,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel,DataProviderSObjectRecord.cls,DataProviderSObjectRecord,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237898,144984032,11855,355237898,269,1,Documentation,ApexDoc,3,Missing ApexDoc comment,class,24,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc,DefaultPreferenceCenterApexClass.cls,DefaultPreferenceCenterApexClass,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237898,144984033,11855,355237898,270,2,Documentation,ApexDoc,3,Missing ApexDoc comment,class,12,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc,DefaultPreferenceCenterApexClass.cls,DefaultPreferenceCenterApexClass,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237898,144984034,11855,355237898,271,2,Design,CognitiveComplexity,3,"The method 'submit(pref_center.SubmitParameters, pref_center.SubmitFormData, pref_center.ValidationResult)' has a cognitive complexity of 25, current threshold is 15",class,12,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cognitivecomplexity,DefaultPreferenceCenterApexClass.cls,DefaultPreferenceCenterApexClass,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237898,144984035,11855,355237898,272,15,Design,AvoidDeeplyNestedIfStmts,3,Deeply nested if..then statements are hard to read,class,17,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts,DefaultPreferenceCenterApexClass.cls,DefaultPreferenceCenterApexClass,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237898,144984036,11855,355237898,273,36,Documentation,ApexDoc,3,Missing ApexDoc comment,class,12,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc,DefaultPreferenceCenterApexClass.cls,DefaultPreferenceCenterApexClass,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237898,144984037,11855,355237898,274,54,Security,ApexCRUDViolation,3,Validate CRUD permission before SOQL/DML operation or enforce user mode,class,33,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation,DefaultPreferenceCenterApexClass.cls,DefaultPreferenceCenterApexClass,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237898,144984038,11855,355237898,275,67,Security,ApexCRUDViolation,3,Validate CRUD permission before SOQL/DML operation or enforce user mode,class,11,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation,DefaultPreferenceCenterApexClass.cls,DefaultPreferenceCenterApexClass,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237898,144984039,11855,355237898,276,69,Security,ApexCRUDViolation,3,Validate CRUD permission before SOQL/DML operation or enforce user mode,class,11,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation,DefaultPreferenceCenterApexClass.cls,DefaultPreferenceCenterApexClass,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237898,144984040,11855,355237898,277,76,Security,ApexCRUDViolation,3,Validate CRUD permission before SOQL/DML operation or enforce user mode,class,19,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation,DefaultPreferenceCenterApexClass.cls,DefaultPreferenceCenterApexClass,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237898,144984041,11855,355237898,278,88,Security,ApexCRUDViolation,3,Validate CRUD permission before SOQL/DML operation or enforce user mode,class,31,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation,DefaultPreferenceCenterApexClass.cls,DefaultPreferenceCenterApexClass,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237898,144984042,11855,355237898,279,102,Security,ApexCRUDViolation,3,Validate CRUD permission before SOQL/DML operation or enforce user mode,class,41,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation,DefaultPreferenceCenterApexClass.cls,DefaultPreferenceCenterApexClass,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237898,144984043,11855,355237898,280,104,Error Prone,EmptyCatchBlock,3,Avoid empty catch blocks,class,10,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_errorprone.html#emptycatchblock,DefaultPreferenceCenterApexClass.cls,DefaultPreferenceCenterApexClass,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237899,144984044,11855,355237899,281,1,Documentation,ApexDoc,3,Missing ApexDoc comment,class,21,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc,EinsteinGenerativeGatewayService.cls,EinsteinGenerativeGatewayService,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237899,144984045,11855,355237899,282,2,Documentation,ApexDoc,3,Missing ApexDoc comment,class,19,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc,EinsteinGenerativeGatewayService.cls,EinsteinGenerativeGatewayService,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237899,144984046,11855,355237899,283,9,Error Prone,AvoidHardcodingId,3,Hardcoding Ids is bound to break when changing environments.,class,17,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_errorprone.html#avoidhardcodingid,EinsteinGenerativeGatewayService.cls,EinsteinGenerativeGatewayService,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237899,144984047,11855,355237899,284,16,Performance,AvoidDebugStatements,3,Avoid debug statements since they impact on performance,class,13,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements,EinsteinGenerativeGatewayService.cls,EinsteinGenerativeGatewayService,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237899,144984048,11855,355237899,285,16,Best Practices,DebugsShouldUseLoggingLevel,3,Calls to System.debug should specify a logging level.,class,13,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel,EinsteinGenerativeGatewayService.cls,EinsteinGenerativeGatewayService,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237899,144984049,11855,355237899,286,17,Performance,AvoidDebugStatements,3,Avoid debug statements since they impact on performance,class,13,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements,EinsteinGenerativeGatewayService.cls,EinsteinGenerativeGatewayService,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237899,144984050,11855,355237899,287,17,Best Practices,DebugsShouldUseLoggingLevel,3,Calls to System.debug should specify a logging level.,class,13,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel,EinsteinGenerativeGatewayService.cls,EinsteinGenerativeGatewayService,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237899,144984051,11855,355237899,288,24,Documentation,ApexDoc,3,Missing ApexDoc comment,class,12,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc,EinsteinGenerativeGatewayService.cls,EinsteinGenerativeGatewayService,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237901,144984052,11855,355237901,289,4,Documentation,ApexDoc,3,Missing ApexDoc comment,class,8,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc,EventDispatcherAppHomeOpened.cls,EventDispatcherAppHomeOpened,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237901,144984053,11855,355237901,290,9,Documentation,ApexDoc,3,Missing ApexDoc comment,class,12,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc,EventDispatcherAppHomeOpened.cls,EventDispatcherAppHomeOpened,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237901,144984054,11855,355237901,291,13,Documentation,ApexDoc,3,Missing ApexDoc comment,class,16,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc,EventDispatcherAppHomeOpened.cls,EventDispatcherAppHomeOpened,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237901,144984055,11855,355237901,292,18,Documentation,ApexDoc,3,Missing ApexDoc comment,class,16,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc,EventDispatcherAppHomeOpened.cls,EventDispatcherAppHomeOpened,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237901,144984056,11855,355237901,293,34,Performance,AvoidDebugStatements,3,Avoid debug statements since they impact on performance,class,17,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements,EventDispatcherAppHomeOpened.cls,EventDispatcherAppHomeOpened,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237901,144984057,11855,355237901,294,34,Best Practices,DebugsShouldUseLoggingLevel,3,Calls to System.debug should specify a logging level.,class,17,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel,EventDispatcherAppHomeOpened.cls,EventDispatcherAppHomeOpened,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237902,144984058,11855,355237902,295,4,Documentation,ApexDoc,3,Missing ApexDoc comment,class,8,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc,EventDispatcherEventExample.cls,EventDispatcherEventExample,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237902,144984059,11855,355237902,296,9,Documentation,ApexDoc,3,Missing ApexDoc comment,class,12,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc,EventDispatcherEventExample.cls,EventDispatcherEventExample,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237902,144984060,11855,355237902,297,13,Documentation,ApexDoc,3,Missing ApexDoc comment,class,16,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc,EventDispatcherEventExample.cls,EventDispatcherEventExample,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237902,144984061,11855,355237902,298,18,Documentation,ApexDoc,3,Missing ApexDoc comment,class,16,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc,EventDispatcherEventExample.cls,EventDispatcherEventExample,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237902,144984062,11855,355237902,299,53,Performance,AvoidDebugStatements,3,Avoid debug statements since they impact on performance,class,17,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements,EventDispatcherEventExample.cls,EventDispatcherEventExample,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237902,144984063,11855,355237902,300,53,Best Practices,DebugsShouldUseLoggingLevel,3,Calls to System.debug should specify a logging level.,class,17,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel,EventDispatcherEventExample.cls,EventDispatcherEventExample,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237903,144984064,11855,355237903,301,1,Security,ApexSharingViolations,3,Apex classes should declare a sharing model if DML or SOQL/SOSL is used,class,1,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexsharingviolations,ExperienceBookingHelper.cls,ExperienceBookingHelper,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237903,144984065,11855,355237903,302,1,Documentation,ApexDoc,3,Missing ApexDoc comment,class,8,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc,ExperienceBookingHelper.cls,ExperienceBookingHelper,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237903,144984066,11855,355237903,303,2,Documentation,ApexDoc,3,Missing ApexDoc comment,class,19,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc,ExperienceBookingHelper.cls,ExperienceBookingHelper,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237903,144984067,11855,355237903,304,21,Performance,AvoidDebugStatements,3,Avoid debug statements since they impact on performance,class,13,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements,ExperienceBookingHelper.cls,ExperienceBookingHelper,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237903,144984068,11855,355237903,305,21,Best Practices,DebugsShouldUseLoggingLevel,3,Calls to System.debug should specify a logging level.,class,13,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel,ExperienceBookingHelper.cls,ExperienceBookingHelper,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237903,144984069,11855,355237903,306,27,Security,ApexCRUDViolation,3,Validate CRUD permission before SOQL/DML operation or enforce user mode,class,43,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation,ExperienceBookingHelper.cls,ExperienceBookingHelper,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237903,144984070,11855,355237903,307,27,Security,ApexCRUDViolation,3,Validate CRUD permission before SOQL/DML operation or enforce user mode,class,43,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation,ExperienceBookingHelper.cls,ExperienceBookingHelper,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
11855,12909,355237903,144984071,11855,355237903,308,63,Security,ApexCRUDViolation,3,Validate CRUD permission before SOQL/DML operation or enforce user mode,class,17,pmd,https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation,ExperienceBookingHelper.cls,ExperienceBookingHelper,2026-05-04T00:46:59.813Z,2026-05-04T00:46:59.813Z
