label,id,itemId,name,apiName,objectName,type,namespace,createdAt,updatedAt
applimits__App_Limit_20_for_Most_Limits_5_for_Data_Storage,2072906,355258023,applimits__App_Limit_20_for_Most_Limits_5_for_Data_Storage,applimits__App_Limit_20_for_Most_Limits_5_for_Data_Storage,applimits__App_Limit__c,alerts,applimits,2026-05-04T00:47:04.543Z,2026-05-04T00:47:04.543Z
