id,itemId,label,triggerType,isActive,objectName,namespace,description,sobjectId,createdAt,updatedAt
874502,355258023,applimits__App Limit %3C 20%25 for Most Limits%2C %3C 5%25 for Data Storage,onAllChanges,true,applimits__App_Limit__c,applimits,"BAP-10675
--Ezra Kenigsberg 2019-09-09",6221219,2026-05-04T00:47:04.538Z,2026-05-04T00:47:04.538Z
